,labels,chembl_ids,fingerprint_id
67,1,CHEMBL129825,67
68,1,CHEMBL306081,68
69,0,CHEMBL192737,69
70,1,CHEMBL193160,70
71,1,CHEMBL437879,71
72,0,CHEMBL49120,72
73,1,CHEMBL332096,73
74,1,CHEMBL91811,74
75,0,CHEMBL213616,75
76,1,CHEMBL115895,76
77,0,CHEMBL190567,77
78,0,CHEMBL280069,78
79,0,CHEMBL258726,79
80,0,CHEMBL271190,80
81,1,CHEMBL453398,81
82,0,CHEMBL490555,82
83,0,CHEMBL473761,83
84,0,CHEMBL514941,84
85,0,CHEMBL474347,85
86,0,CHEMBL472946,86
87,0,CHEMBL459886,87
88,0,CHEMBL461991,88
89,1,CHEMBL255236,89
90,1,CHEMBL430031,90
91,1,CHEMBL256295,91
92,1,CHEMBL255865,92
93,1,CHEMBL255291,93
94,1,CHEMBL402149,94
95,0,CHEMBL519693,95
96,0,CHEMBL484968,96
97,0,CHEMBL516640,97
98,1,CHEMBL507329,98
99,1,CHEMBL504117,99
100,1,CHEMBL508760,100
101,1,CHEMBL461811,101
102,1,CHEMBL457250,102
103,1,CHEMBL501050,103
104,1,CHEMBL500217,104
105,1,CHEMBL304929,105
106,1,CHEMBL1092250,106
107,1,CHEMBL1089203,107
108,1,CHEMBL1089524,108
109,1,CHEMBL188762,109
110,1,CHEMBL1092382,110
111,0,CHEMBL1093099,111
112,0,CHEMBL1093100,112
113,1,CHEMBL1095957,113
114,1,CHEMBL1094492,114
115,1,CHEMBL1094825,115
116,1,CHEMBL1097189,116
117,1,CHEMBL1090357,117
118,0,CHEMBL1278148,118
119,1,CHEMBL3416625,119
120,1,CHEMBL3416593,120
121,0,CHEMBL3416440,121
122,1,CHEMBL3416621,122
123,0,CHEMBL3416607,123
124,1,CHEMBL3416603,124
125,1,CHEMBL3416600,125
126,1,CHEMBL3426225,126
127,1,CHEMBL3403518,127
128,1,CHEMBL3297898,128
129,1,CHEMBL3403513,129
130,1,CHEMBL3403510,130
131,1,CHEMBL3403509,131
132,1,CHEMBL3425656,132
133,0,CHEMBL3425657,133
134,1,CHEMBL3409484,134
135,1,CHEMBL535,135
136,0,CHEMBL3425667,136
137,0,CHEMBL3425670,137
138,0,CHEMBL3425671,138
139,0,CHEMBL3425673,139
140,0,CHEMBL303872,140
141,1,CHEMBL76751,141
142,1,CHEMBL78700,142
143,1,CHEMBL179607,143
144,0,CHEMBL66787,144
145,1,CHEMBL380454,145
146,0,CHEMBL114550,146
147,1,CHEMBL353028,147
148,0,CHEMBL357326,148
149,1,CHEMBL280757,149
150,0,CHEMBL206370,150
151,0,CHEMBL307179,151
152,0,CHEMBL357161,152
153,1,CHEMBL401054,153
154,0,CHEMBL114578,154
155,1,CHEMBL2148049,155
156,0,CHEMBL178455,156
157,1,CHEMBL96627,157
158,1,CHEMBL92936,158
159,0,CHEMBL8271,159
160,0,CHEMBL102301,160
161,1,CHEMBL85021,161
162,1,CHEMBL140561,162
163,0,CHEMBL312001,163
164,0,CHEMBL130116,164
165,1,CHEMBL437890,165
166,1,CHEMBL68920,166
167,1,CHEMBL334697,167
168,0,CHEMBL347161,168
169,1,CHEMBL379017,169
170,1,CHEMBL393787,170
171,1,CHEMBL179074,171
172,1,CHEMBL305782,172
173,0,CHEMBL13976,173
174,1,CHEMBL553908,174
175,1,CHEMBL412367,175
176,1,CHEMBL360209,176
177,0,CHEMBL267941,177
178,1,CHEMBL341522,178
179,1,CHEMBL399372,179
180,1,CHEMBL377250,180
181,1,CHEMBL272187,181
182,1,CHEMBL273116,182
183,1,CHEMBL272865,183
184,1,CHEMBL451523,184
185,1,CHEMBL475352,185
186,1,CHEMBL256362,186
187,0,CHEMBL461110,187
188,1,CHEMBL474524,188
189,1,CHEMBL480356,189
190,1,CHEMBL448172,190
191,1,CHEMBL129824,191
192,1,CHEMBL490267,192
193,1,CHEMBL39320,193
194,1,CHEMBL40130,194
195,1,CHEMBL111038,195
196,1,CHEMBL114728,196
197,1,CHEMBL1812559,197
198,0,CHEMBL1821880,198
199,1,CHEMBL479,199
200,0,CHEMBL1910279,200
201,0,CHEMBL514014,201
202,1,CHEMBL1934625,202
203,0,CHEMBL1916951,203
204,1,CHEMBL272634,204
205,1,CHEMBL410635,205
206,1,CHEMBL1221512,206
207,0,CHEMBL1910271,207
208,1,CHEMBL1928311,208
209,1,CHEMBL1928952,209
210,1,CHEMBL1201179,210
211,1,CHEMBL52765,211
212,0,CHEMBL1957190,212
213,1,CHEMBL2064380,213
214,1,CHEMBL2070196,214
215,1,CHEMBL2029435,215
216,0,CHEMBL2047250,216
217,1,CHEMBL1923007,217
218,1,CHEMBL2031311,218
219,1,CHEMBL2064391,219
220,1,CHEMBL2048795,220
221,1,CHEMBL2048793,221
222,1,CHEMBL287832,222
223,0,CHEMBL3114696,223
224,1,CHEMBL3235200,224
225,1,CHEMBL1173655,225
226,0,CHEMBL3221263,226
227,1,CHEMBL3263963,227
228,0,CHEMBL21215,228
229,1,CHEMBL53311,229
230,0,CHEMBL293798,230
231,0,CHEMBL314146,231
232,0,CHEMBL122081,232
233,1,CHEMBL17329,233
234,1,CHEMBL3233769,234
235,0,CHEMBL3335245,235
236,0,CHEMBL84141,236
237,1,CHEMBL554983,237
238,0,CHEMBL267293,238
239,1,CHEMBL93295,239
240,1,CHEMBL245667,240
241,1,CHEMBL416307,241
242,1,CHEMBL56543,242
243,0,CHEMBL1242661,243
244,1,CHEMBL2031302,244
245,1,CHEMBL2031304,245
246,0,CHEMBL69106,246
247,1,CHEMBL333041,247
248,1,CHEMBL69966,248
249,1,CHEMBL1203939,249
250,0,CHEMBL66705,250
251,1,CHEMBL353823,251
252,1,CHEMBL130163,252
253,1,CHEMBL77342,253
254,1,CHEMBL540701,254
255,0,CHEMBL1945449,255
256,1,CHEMBL2031310,256
257,1,CHEMBL332882,257
258,1,CHEMBL77401,258
259,0,CHEMBL1172877,259
260,0,CHEMBL249295,260
261,1,CHEMBL1242566,261
262,1,CHEMBL36819,262
263,0,CHEMBL3234865,263
264,1,CHEMBL3263379,264
265,1,CHEMBL444619,265
266,0,CHEMBL446633,266
267,0,CHEMBL312451,267
268,1,CHEMBL367492,268
269,1,CHEMBL233325,269
270,0,CHEMBL474544,270
271,0,CHEMBL593154,271
272,1,CHEMBL1946926,272
273,1,CHEMBL2316151,273
274,1,CHEMBL325589,274
275,1,CHEMBL287289,275
276,1,CHEMBL47986,276
277,1,CHEMBL121796,277
278,1,CHEMBL391778,278
279,1,CHEMBL540068,279
280,0,CHEMBL39563,280
281,1,CHEMBL103864,281
282,0,CHEMBL299763,282
283,1,CHEMBL424959,283
284,0,CHEMBL55592,284
285,0,CHEMBL133498,285
286,0,CHEMBL344652,286
287,0,CHEMBL147112,287
288,0,CHEMBL91250,288
289,1,CHEMBL118000,289
290,1,CHEMBL82214,290
291,0,CHEMBL408683,291
292,1,CHEMBL188522,292
293,1,CHEMBL122260,293
294,1,CHEMBL54067,294
295,1,CHEMBL401644,295
296,1,CHEMBL91484,296
297,1,CHEMBL105053,297
298,1,CHEMBL225720,298
299,1,CHEMBL428690,299
300,0,CHEMBL334881,300
301,0,CHEMBL118904,301
302,0,CHEMBL435227,302
303,1,CHEMBL53777,303
304,0,CHEMBL89010,304
305,1,CHEMBL137027,305
306,1,CHEMBL249919,306
307,1,CHEMBL115745,307
308,1,CHEMBL176891,308
309,1,CHEMBL301359,309
310,0,CHEMBL144778,310
311,1,CHEMBL78280,311
312,1,CHEMBL545538,312
313,1,CHEMBL44,313
314,1,CHEMBL79970,314
315,0,CHEMBL347256,315
316,0,CHEMBL56201,316
317,0,CHEMBL86480,317
318,1,CHEMBL332846,318
319,1,CHEMBL138691,319
320,0,CHEMBL64231,320
321,1,CHEMBL246492,321
322,0,CHEMBL98137,322
323,1,CHEMBL2112990,323
324,1,CHEMBL355891,324
325,1,CHEMBL247709,325
326,1,CHEMBL90595,326
327,1,CHEMBL171144,327
328,1,CHEMBL419501,328
329,0,CHEMBL141247,329
330,1,CHEMBL270921,330
331,1,CHEMBL92824,331
332,1,CHEMBL474543,332
333,1,CHEMBL522785,333
334,1,CHEMBL514016,334
335,1,CHEMBL473944,335
336,1,CHEMBL491083,336
337,1,CHEMBL525725,337
338,1,CHEMBL498134,338
339,0,CHEMBL280998,339
340,1,CHEMBL1928312,340
341,1,CHEMBL1958213,341
342,1,CHEMBL1928957,342
343,0,CHEMBL1933552,343
344,0,CHEMBL1761932,344
345,0,CHEMBL2018747,345
346,1,CHEMBL2048792,346
347,1,CHEMBL2048790,347
348,1,CHEMBL2031301,348
349,1,CHEMBL416611,349
350,1,CHEMBL2316150,350
351,0,CHEMBL3343366,351
352,1,CHEMBL200976,352
353,1,CHEMBL554,353
354,1,CHEMBL74432,354
355,1,CHEMBL246073,355
356,1,CHEMBL422347,356
357,0,CHEMBL495617,357
358,1,CHEMBL1821893,358
359,1,CHEMBL2441565,359
360,1,CHEMBL3436356,360
361,1,CHEMBL202425,361
362,1,CHEMBL179363,362
363,0,CHEMBL329367,363
364,0,CHEMBL113356,364
365,0,CHEMBL316268,365
366,0,CHEMBL309866,366
367,1,CHEMBL521472,367
368,0,CHEMBL1095445,368
369,0,CHEMBL1641991,369
370,0,CHEMBL117326,370
371,0,CHEMBL71,371
372,1,CHEMBL597708,372
373,1,CHEMBL1229592,373
374,1,CHEMBL2385982,374
375,1,CHEMBL3355873,375
376,1,CHEMBL179052,376
377,1,CHEMBL77803,377
378,1,CHEMBL1821877,378
379,1,CHEMBL3092312,379
380,1,CHEMBL418909,380
381,0,CHEMBL431996,381
382,0,CHEMBL75232,382
383,0,CHEMBL428039,383
384,0,CHEMBL87402,384
385,1,CHEMBL24828,385
386,1,CHEMBL75208,386
387,1,CHEMBL89940,387
388,1,CHEMBL470218,388
389,1,CHEMBL593275,389
390,0,CHEMBL1271508,390
391,1,CHEMBL474342,391
392,1,CHEMBL319244,392
393,1,CHEMBL128432,393
394,1,CHEMBL2385975,394
395,1,CHEMBL215786,395
396,1,CHEMBL207445,396
397,0,CHEMBL191336,397
398,1,CHEMBL214868,398
399,1,CHEMBL176702,399
400,0,CHEMBL79808,400
401,0,CHEMBL125995,401
402,1,CHEMBL245799,402
403,1,CHEMBL91428,403
404,0,CHEMBL431811,404
405,0,CHEMBL133147,405
406,1,CHEMBL136102,406
407,1,CHEMBL184311,407
408,1,CHEMBL355853,408
409,1,CHEMBL553,409
410,1,CHEMBL94061,410
411,0,CHEMBL146697,411
412,1,CHEMBL196548,412
413,1,CHEMBL514436,413
414,0,CHEMBL282655,414
415,0,CHEMBL73820,415
416,1,CHEMBL56936,416
417,0,CHEMBL131405,417
418,1,CHEMBL169519,418
419,1,CHEMBL328295,419
420,1,CHEMBL81375,420
421,1,CHEMBL435902,421
422,1,CHEMBL186001,422
423,0,CHEMBL313746,423
424,1,CHEMBL126893,424
425,1,CHEMBL387187,425
426,0,CHEMBL66786,426
427,1,CHEMBL204105,427
428,1,CHEMBL3085374,428
429,0,CHEMBL279035,429
430,1,CHEMBL215365,430
431,1,CHEMBL181617,431
432,0,CHEMBL87208,432
433,0,CHEMBL119000,433
434,1,CHEMBL250130,434
435,1,CHEMBL271122,435
436,1,CHEMBL464210,436
437,1,CHEMBL256297,437
438,1,CHEMBL257815,438
439,1,CHEMBL257816,439
440,1,CHEMBL483531,440
441,1,CHEMBL474323,441
442,0,CHEMBL492251,442
443,1,CHEMBL479800,443
444,1,CHEMBL461114,444
445,1,CHEMBL485065,445
446,1,CHEMBL491676,446
447,1,CHEMBL474142,447
448,1,CHEMBL230232,448
449,1,CHEMBL574058,449
450,0,CHEMBL1096737,450
451,0,CHEMBL1096415,451
452,1,CHEMBL589822,452
453,0,CHEMBL1088633,453
454,1,CHEMBL1090364,454
455,1,CHEMBL1173652,455
456,0,CHEMBL1241949,456
457,1,CHEMBL1240544,457
458,1,CHEMBL1914461,458
459,1,CHEMBL1952210,459
460,0,CHEMBL1929302,460
461,0,CHEMBL1945452,461
462,1,CHEMBL1951415,462
463,0,CHEMBL2071457,463
464,1,CHEMBL2048789,464
465,0,CHEMBL2029693,465
466,1,CHEMBL109476,466
467,1,CHEMBL51854,467
468,1,CHEMBL53426,468
469,0,CHEMBL120564,469
470,1,CHEMBL168266,470
471,0,CHEMBL327300,471
472,1,CHEMBL248322,472
473,1,CHEMBL113023,473
474,1,CHEMBL175558,474
475,1,CHEMBL248392,475
476,1,CHEMBL385479,476
477,1,CHEMBL133024,477
478,1,CHEMBL247228,478
479,1,CHEMBL424853,479
480,1,CHEMBL137364,480
481,1,CHEMBL162034,481
482,0,CHEMBL143108,482
483,0,CHEMBL305695,483
484,0,CHEMBL66101,484
485,1,CHEMBL59145,485
486,1,CHEMBL153206,486
487,1,CHEMBL1794063,487
488,0,CHEMBL310958,488
489,0,CHEMBL201840,489
490,1,CHEMBL402011,490
491,0,CHEMBL20867,491
492,0,CHEMBL55683,492
493,1,CHEMBL246276,493
494,1,CHEMBL379905,494
495,0,CHEMBL261720,495
496,1,CHEMBL250524,496
497,1,CHEMBL31588,497
498,0,CHEMBL117055,498
499,1,CHEMBL163168,499
500,1,CHEMBL382823,500
501,1,CHEMBL155278,501
502,1,CHEMBL50344,502
503,1,CHEMBL39337,503
504,0,CHEMBL169920,504
505,0,CHEMBL213618,505
506,0,CHEMBL56904,506
507,1,CHEMBL326100,507
508,1,CHEMBL382638,508
509,0,CHEMBL294213,509
510,1,CHEMBL203725,510
511,0,CHEMBL83837,511
512,1,CHEMBL109296,512
513,1,CHEMBL143899,513
514,1,CHEMBL293889,514
515,0,CHEMBL125898,515
516,1,CHEMBL93461,516
517,1,CHEMBL361322,517
518,1,CHEMBL121405,518
519,1,CHEMBL175513,519
520,1,CHEMBL362611,520
521,0,CHEMBL275117,521
522,1,CHEMBL209818,522
523,1,CHEMBL356324,523
524,0,CHEMBL352591,524
525,1,CHEMBL330882,525
526,1,CHEMBL131590,526
527,1,CHEMBL52829,527
528,0,CHEMBL70130,528
529,1,CHEMBL432941,529
530,1,CHEMBL215071,530
531,0,CHEMBL7775,531
532,1,CHEMBL393264,532
533,1,CHEMBL306315,533
534,1,CHEMBL205059,534
535,0,CHEMBL422531,535
536,0,CHEMBL348146,536
537,1,CHEMBL332765,537
538,1,CHEMBL312818,538
539,1,CHEMBL328244,539
540,1,CHEMBL251497,540
541,0,CHEMBL120667,541
542,0,CHEMBL57251,542
543,0,CHEMBL117988,543
544,0,CHEMBL278630,544
545,1,CHEMBL545006,545
546,0,CHEMBL291313,546
547,1,CHEMBL31369,547
548,0,CHEMBL169780,548
549,1,CHEMBL317925,549
550,1,CHEMBL118130,550
551,1,CHEMBL90540,551
552,0,CHEMBL323336,552
553,1,CHEMBL332333,553
554,1,CHEMBL111434,554
555,1,CHEMBL179451,555
556,1,CHEMBL370808,556
557,1,CHEMBL323630,557
558,1,CHEMBL246898,558
559,1,CHEMBL152984,559
560,1,CHEMBL283201,560
561,1,CHEMBL539822,561
562,0,CHEMBL498247,562
563,0,CHEMBL498248,563
564,0,CHEMBL485286,564
565,1,CHEMBL436817,565
566,1,CHEMBL565714,566
567,1,CHEMBL584714,567
568,0,CHEMBL1172855,568
569,1,CHEMBL1173666,569
570,1,CHEMBL1172980,570
571,1,CHEMBL1172573,571
572,1,CHEMBL1173794,572
573,1,CHEMBL1173456,573
574,0,CHEMBL1173249,574
575,0,CHEMBL1172418,575
576,0,CHEMBL1172602,576
577,1,CHEMBL570709,577
578,0,CHEMBL604879,578
579,1,CHEMBL599863,579
580,1,CHEMBL592480,580
581,1,CHEMBL590876,581
582,0,CHEMBL591708,582
583,1,CHEMBL596755,583
584,0,CHEMBL1087440,584
585,0,CHEMBL1242033,585
586,1,CHEMBL1257911,586
587,0,CHEMBL1241682,587
588,1,CHEMBL1241861,588
589,1,CHEMBL1230790,589
590,0,CHEMBL1278235,590
591,0,CHEMBL1277253,591
592,0,CHEMBL1761939,592
593,1,CHEMBL1830279,593
594,1,CHEMBL1830271,594
595,1,CHEMBL1200679,595
596,1,CHEMBL1958031,596
597,0,CHEMBL1348499,597
598,0,CHEMBL1945454,598
599,0,CHEMBL1934327,599
600,1,CHEMBL2011291,600
601,0,CHEMBL2064379,601
602,0,CHEMBL1761936,602
603,1,CHEMBL2018767,603
604,1,CHEMBL1914660,604
605,1,CHEMBL2087361,605
606,1,CHEMBL2029428,606
607,1,CHEMBL2048908,607
608,1,CHEMBL2048791,608
609,1,CHEMBL2047018,609
610,1,CHEMBL2312654,610
611,1,CHEMBL2316158,611
612,0,CHEMBL2316152,612
613,1,CHEMBL2325091,613
614,1,CHEMBL2047020,614
615,1,CHEMBL326811,615
616,1,CHEMBL2325097,616
617,1,CHEMBL2325096,617
618,1,CHEMBL2322329,618
619,1,CHEMBL2312304,619
620,1,CHEMBL2426281,620
621,1,CHEMBL2425087,621
622,1,CHEMBL2442332,622
623,1,CHEMBL2437224,623
624,1,CHEMBL3098321,624
625,0,CHEMBL2283252,625
626,0,CHEMBL3114698,626
627,0,CHEMBL3114691,627
628,1,CHEMBL3234745,628
629,0,CHEMBL3237941,629
630,1,CHEMBL3263372,630
631,1,CHEMBL3263966,631
632,1,CHEMBL2325093,632
633,1,CHEMBL2325088,633
634,1,CHEMBL316064,634
635,0,CHEMBL2335379,635
636,1,CHEMBL360190,636
637,1,CHEMBL484270,637
638,1,CHEMBL2347964,638
639,1,CHEMBL2424801,639
640,1,CHEMBL2426278,640
641,1,CHEMBL2425086,641
642,1,CHEMBL2408830,642
643,1,CHEMBL2385992,643
644,1,CHEMBL1998736,644
645,0,CHEMBL2283249,645
646,0,CHEMBL3114697,646
647,1,CHEMBL3233768,647
648,1,CHEMBL3237929,648
649,1,CHEMBL3237932,649
650,1,CHEMBL3263962,650
651,0,CHEMBL3356117,651
652,1,CHEMBL3357634,652
653,1,CHEMBL3360606,653
654,1,CHEMBL3416633,654
655,1,CHEMBL3416628,655
656,1,CHEMBL3414594,656
657,1,CHEMBL3416446,657
658,1,CHEMBL3416441,658
659,1,CHEMBL3403515,659
660,1,CHEMBL1907944,660
661,1,CHEMBL368891,661
662,1,CHEMBL32844,662
663,0,CHEMBL327725,663
664,1,CHEMBL130208,664
665,0,CHEMBL553523,665
666,0,CHEMBL190984,666
667,1,CHEMBL592710,667
668,0,CHEMBL591707,668
669,0,CHEMBL1821884,669
670,0,CHEMBL59812,670
671,1,CHEMBL298679,671
672,0,CHEMBL277408,672
673,1,CHEMBL7866,673
674,1,CHEMBL241990,674
675,0,CHEMBL7801,675
676,0,CHEMBL321511,676
677,1,CHEMBL248321,677
678,1,CHEMBL153739,678
679,1,CHEMBL489307,679
680,0,CHEMBL1077085,680
681,1,CHEMBL1958223,681
682,1,CHEMBL1934621,682
683,1,CHEMBL1797418,683
684,0,CHEMBL2312290,684
685,1,CHEMBL2381511,685
686,1,CHEMBL3325474,686
687,1,CHEMBL3416590,687
688,1,CHEMBL56219,688
689,1,CHEMBL120979,689
690,1,CHEMBL394056,690
691,1,CHEMBL131577,691
692,1,CHEMBL1242848,692
693,1,CHEMBL1822066,693
694,1,CHEMBL202421,694
695,1,CHEMBL333038,695
696,1,CHEMBL299622,696
697,1,CHEMBL130049,697
698,0,CHEMBL78174,698
699,1,CHEMBL258598,699
700,0,CHEMBL1097190,700
701,1,CHEMBL1272276,701
702,1,CHEMBL204420,702
703,1,CHEMBL241918,703
704,0,CHEMBL308133,704
705,1,CHEMBL395591,705
706,0,CHEMBL121190,706
707,1,CHEMBL14932,707
708,0,CHEMBL56964,708
709,1,CHEMBL98798,709
710,1,CHEMBL367442,710
711,1,CHEMBL166154,711
712,1,CHEMBL116595,712
713,1,CHEMBL2148045,713
714,0,CHEMBL8163,714
715,0,CHEMBL268731,715
716,1,CHEMBL340898,716
717,1,CHEMBL294475,717
718,1,CHEMBL32079,718
719,1,CHEMBL205047,719
720,1,CHEMBL144908,720
721,1,CHEMBL419022,721
722,1,CHEMBL377277,722
723,1,CHEMBL590109,723
724,0,CHEMBL606039,724
725,1,CHEMBL609321,725
726,1,CHEMBL591495,726
727,1,CHEMBL1095154,727
728,0,CHEMBL1099339,728
729,1,CHEMBL1098119,729
730,1,CHEMBL1221699,730
731,1,CHEMBL1173815,731
732,0,CHEMBL1258913,732
733,1,CHEMBL1241864,733
734,1,CHEMBL1242198,734
735,1,CHEMBL1241492,735
736,1,CHEMBL1241674,736
737,1,CHEMBL1242476,737
738,1,CHEMBL1630118,738
739,1,CHEMBL1645475,739
740,1,CHEMBL1683959,740
741,1,CHEMBL1683969,741
742,1,CHEMBL1683974,742
743,1,CHEMBL1761929,743
744,0,CHEMBL1821881,744
745,0,CHEMBL1828875,745
746,1,CHEMBL1914665,746
747,1,CHEMBL1928310,747
748,1,CHEMBL1928707,748
749,1,CHEMBL1928889,749
750,0,CHEMBL1944929,750
751,1,CHEMBL1934628,751
752,1,CHEMBL2334002,752
753,0,CHEMBL2335377,753
754,0,CHEMBL2424676,754
755,1,CHEMBL2425090,755
756,1,CHEMBL2437482,756
757,1,CHEMBL2437463,757
758,1,CHEMBL2385959,758
759,1,CHEMBL3233764,759
760,1,CHEMBL3233791,760
761,1,CHEMBL3355890,761
762,1,CHEMBL3325478,762
763,0,CHEMBL3325470,763
764,1,CHEMBL3416634,764
765,1,CHEMBL3416630,765
766,1,CHEMBL3416605,766
767,0,CHEMBL3400291,767
768,1,CHEMBL3425664,768
769,1,CHEMBL94062,769
770,1,CHEMBL93051,770
771,1,CHEMBL54474,771
772,1,CHEMBL1270795,772
773,1,CHEMBL109212,773
774,1,CHEMBL1914663,774
775,0,CHEMBL1956895,775
776,1,CHEMBL157128,776
777,1,CHEMBL355294,777
778,1,CHEMBL286160,778
779,1,CHEMBL332269,779
780,1,CHEMBL77030,780
781,0,CHEMBL520803,781
782,0,CHEMBL1171638,782
783,1,CHEMBL1243254,783
784,1,CHEMBL3114700,784
785,1,CHEMBL336409,785
786,1,CHEMBL460732,786
787,1,CHEMBL249509,787
788,1,CHEMBL433305,788
789,0,CHEMBL37099,789
790,1,CHEMBL246694,790
791,1,CHEMBL15346,791
792,0,CHEMBL89483,792
793,0,CHEMBL148744,793
794,0,CHEMBL535832,794
795,1,CHEMBL1928315,795
796,1,CHEMBL2029692,796
797,1,CHEMBL3344212,797
798,1,CHEMBL3098322,798
799,1,CHEMBL3290148,799
800,1,CHEMBL186080,800
801,1,CHEMBL1203938,801
802,1,CHEMBL318736,802
803,0,CHEMBL48384,803
804,1,CHEMBL400413,804
805,1,CHEMBL293261,805
806,1,CHEMBL245869,806
807,0,CHEMBL304414,807
808,1,CHEMBL155100,808
809,1,CHEMBL402339,809
810,1,CHEMBL473436,810
811,1,CHEMBL450484,811
812,1,CHEMBL605957,812
813,1,CHEMBL1821895,813
814,0,CHEMBL1910273,814
815,0,CHEMBL2047248,815
816,1,CHEMBL3219130,816
817,0,CHEMBL7339,817
818,1,CHEMBL308498,818
819,1,CHEMBL300217,819
820,1,CHEMBL418203,820
821,0,CHEMBL148514,821
822,1,CHEMBL72322,822
823,1,CHEMBL218677,823
824,1,CHEMBL127041,824
825,1,CHEMBL203645,825
826,1,CHEMBL326596,826
827,0,CHEMBL130633,827
828,1,CHEMBL51853,828
829,1,CHEMBL53796,829
830,1,CHEMBL131653,830
831,0,CHEMBL86631,831
832,1,CHEMBL432738,832
833,1,CHEMBL93181,833
834,0,CHEMBL57712,834
835,1,CHEMBL122534,835
836,0,CHEMBL75049,836
837,0,CHEMBL129907,837
838,1,CHEMBL426580,838
839,1,CHEMBL419047,839
840,0,CHEMBL196363,840
841,1,CHEMBL251315,841
842,1,CHEMBL127223,842
843,1,CHEMBL80809,843
844,1,CHEMBL80302,844
845,1,CHEMBL169356,845
846,1,CHEMBL93386,846
847,1,CHEMBL69964,847
848,1,CHEMBL129509,848
849,1,CHEMBL327838,849
850,1,CHEMBL31419,850
851,0,CHEMBL55662,851
852,0,CHEMBL193456,852
853,0,CHEMBL300936,853
854,1,CHEMBL77397,854
855,1,CHEMBL1812431,855
856,1,CHEMBL1821869,856
857,0,CHEMBL1828877,857
858,1,CHEMBL296419,858
859,1,CHEMBL1914654,859
860,1,CHEMBL1958025,860
861,1,CHEMBL1933083,861
862,0,CHEMBL2070081,862
863,1,CHEMBL2064397,863
864,1,CHEMBL2032377,864
865,0,CHEMBL2029695,865
866,1,CHEMBL2316146,866
867,1,CHEMBL2325090,867
868,1,CHEMBL1614725,868
869,0,CHEMBL2337366,869
870,1,CHEMBL2335376,870
871,1,CHEMBL2425091,871
872,1,CHEMBL2408824,872
873,1,CHEMBL3347498,873
874,1,CHEMBL3344218,874
875,0,CHEMBL3098315,875
876,1,CHEMBL3233765,876
877,1,CHEMBL3233794,877
878,1,CHEMBL3234737,878
879,1,CHEMBL3234753,879
880,1,CHEMBL3221259,880
881,1,CHEMBL3355877,881
882,1,CHEMBL3355879,882
883,1,CHEMBL203599,883
884,0,CHEMBL304336,884
885,0,CHEMBL485285,885
886,1,CHEMBL473748,886
887,1,CHEMBL2424807,887
888,1,CHEMBL2437478,888
889,0,CHEMBL3133911,889
890,0,CHEMBL319894,890
891,1,CHEMBL394462,891
892,0,CHEMBL184052,892
893,0,CHEMBL201865,893
894,1,CHEMBL65848,894
895,0,CHEMBL305194,895
896,1,CHEMBL1744347,896
897,1,CHEMBL380972,897
898,1,CHEMBL543669,898
899,0,CHEMBL279481,899
900,0,CHEMBL303037,900
901,1,CHEMBL161956,901
902,1,CHEMBL329161,902
903,0,CHEMBL154080,903
904,1,CHEMBL78206,904
905,0,CHEMBL350882,905
906,0,CHEMBL555739,906
907,1,CHEMBL76432,907
908,1,CHEMBL338448,908
909,0,CHEMBL78150,909
910,1,CHEMBL214798,910
